pincode,post_office_count,unique_district_count,unique_state_count,district_candidates,state_candidates,office_type_candidates,delivery_candidates,valid_coordinate_pair_count,invalid_coordinate_pair_count,incomplete_coordinate_pair_count,mean_valid_latitude,mean_valid_longitude,ambiguous_district,ambiguous_state
396240,9,2,2,DADRA AND NAGAR HAVELI|VALSAD,GUJARAT|THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,BO|PO,Delivery,9,0,0,20.242979,73.024031,True,True
503225,9,2,2,NIZAMABAD|VIZIANAGARAM,ANDHRA PRADESH|TELANGANA,BO|PO,Delivery,8,1,0,18.818772,78.46019,True,True
605007,9,2,2,CUDDALORE|PONDICHERRY,PUDUCHERRY|TAMIL NADU,BO|PO,Delivery|Non Delivery,9,0,0,11.866618,79.791867,True,True
756048,9,2,2,BALESHWAR|MULUGU,ODISHA|TELANGANA,BO|PO,Delivery,8,1,0,21.196245,86.519496,True,True
305402,8,2,2,AJMER|MULUGU,RAJASTHAN|TELANGANA,BO|PO,Delivery,8,0,0,26.308454,74.818097,True,True
605105,8,2,2,PONDICHERRY|VILLUPURAM,PUDUCHERRY|TAMIL NADU,BO|PO,Delivery,8,0,0,11.859826,79.57741,True,True
605107,8,2,2,PONDICHERRY|VILLUPURAM,PUDUCHERRY|TAMIL NADU,BO|PO,Delivery,8,0,0,11.931708,79.630573,True,True
244923,7,2,2,RAMPUR|UDAM SINGH NAGAR,UTTAR PRADESH|UTTARAKHAND,BO|PO,Delivery,7,0,0,27.337585,80.298299,True,True
396235,7,2,2,DADRA AND NAGAR HAVELI|VALSAD,GUJARAT|THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,BO|PO,Delivery,7,0,0,20.263632,72.945508,True,True
503188,7,2,2,NIZAMABAD|VIZIANAGARAM,ANDHRA PRADESH|TELANGANA,BO|PO,Delivery,6,1,0,18.583018,77.865761,True,True
503321,7,2,2,KAMAREDDY|VIZIANAGARAM,ANDHRA PRADESH|TELANGANA,BO|PO,Delivery,6,1,0,18.456243,77.82235,True,True
605110,7,2,2,CUDDALORE|PONDICHERRY,PUDUCHERRY|TAMIL NADU,BO|PO,Delivery,7,0,0,11.906504,79.75621,True,True
396193,6,2,2,DADRA AND NAGAR HAVELI|VALSAD,GUJARAT|THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,BO|PO,Delivery,6,0,0,20.326849,72.972722,True,True
605102,6,2,2,PONDICHERRY|VILLUPURAM,PUDUCHERRY|TAMIL NADU,BO|PO,Delivery,6,0,0,11.919185,79.689556,True,True
605111,6,2,2,PONDICHERRY|VILLUPURAM,PUDUCHERRY|TAMIL NADU,BO|PO,Delivery|Non Delivery,6,0,0,12.005079,79.772667,True,True
605502,6,2,2,PONDICHERRY|VILLUPURAM,PUDUCHERRY|TAMIL NADU,BO|PO,Delivery,6,0,0,11.976519,79.709296,True,True
607402,6,2,2,CUDDALORE|PONDICHERRY,PUDUCHERRY|TAMIL NADU,BO|PO,Delivery,6,0,0,11.814031,79.733733,True,True
609603,6,2,2,KARAIKAL|THIRUVARUR,PUDUCHERRY|TAMIL NADU,BO|PO,Delivery,6,0,0,10.866667,79.726667,True,True
802131,6,2,2,BALLIA|BUXAR,BIHAR|UTTAR PRADESH,BO|PO,Delivery,6,0,0,25.563,84.180884,True,True
813206,5,2,2,BHAGALPUR|GODDA,BIHAR|JHARKHAND,BO|PO,Delivery,5,0,0,25.071312,85.306082,True,True
396215,4,2,2,DAMAN|VALSAD,GUJARAT|THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,BO|PO,Delivery,4,0,0,20.407202,72.879959,True,True
605014,4,2,2,PONDICHERRY|VILLUPURAM,PUDUCHERRY|TAMIL NADU,BO|PO,Delivery|Non Delivery,4,0,0,12.042903,79.856201,True,True
781131,4,2,2,KAMRUP|RI BHOI,ASSAM|MEGHALAYA,BO|PO,Delivery,4,0,0,26.188778,91.745639,True,True
782410,4,2,2,MARIGAON|RI BHOI,ASSAM|MEGHALAYA,BO|PO,Delivery,4,0,0,26.12375,92.198583,True,True
607403,3,2,2,CUDDALORE|PONDICHERRY,PUDUCHERRY|TAMIL NADU,BO|PO,Delivery,3,0,0,11.935432,79.737047,True,True
609604,3,2,2,KARAIKAL|NAGAPATTINAM,PUDUCHERRY|TAMIL NADU,BO|PO,Delivery,3,0,0,10.893333,79.813333,True,True
781029,2,2,2,KAMRUP METRO|RI BHOI,ASSAM|MEGHALAYA,BO|PO,Delivery,2,0,0,26.112413,91.798442,True,True
795145,52,4,1,IMPHAL EAST|KAMJONG|KANGPOKPI|UKHRUL,MANIPUR,BO|PO,Delivery,51,1,0,24.832665,94.360093,True,False
791001,49,4,1,LOWER SIANG|SHI YOMI|SIANG|WEST SIANG,ARUNACHAL PRADESH,BO|PO,Delivery,49,0,0,28.325858,94.555723,True,False
853204,34,4,1,BHAGALPUR|KATIHAR|MADHEPURA|PURNIA,BIHAR,BO|PO,Delivery|Non Delivery,33,0,1,25.286405,86.512485,True,False
791102,29,4,1,EAST SIANG|LOWER SIANG|SIANG|UPPER SIANG,ARUNACHAL PRADESH,BO|PO,Delivery,29,0,0,27.961078,95.180345,True,False
360490,22,4,1,JAMNAGAR|JUNAGADH|PORBANDAR|RAJKOT,GUJARAT,BO|PO,Delivery,22,0,0,21.732106,70.442039,True,False
192124,20,4,1,ANANTNAG|KULGAM|PULWAMA|SHOPIAN,JAMMU AND KASHMIR,BO|PO,Delivery,3,17,0,33.77968,75.074183,True,False
795146,16,4,1,IMPHAL WEST|KANGPOKPI|NONEY|TAMENGLONG,MANIPUR,BO|PO,Delivery,16,0,0,24.850222,93.808061,True,False
193501,13,4,1,BANDIPORA|BARAMULLA|GANDERBAL|SRINAGAR,JAMMU AND KASHMIR,BO|PO,Delivery,13,0,0,34.263081,74.628582,True,False
612201,6,4,1,MAYILADUTHURAI|NAGAPATTINAM|THANJAVUR|THIRUVARUR,TAMIL NADU,BO|PO,Delivery|Non Delivery,6,0,0,10.965,79.533333,True,False
790102,98,3,1,EAST KAMENG|PAKKE KESSANG|WEST KAMENG,ARUNACHAL PRADESH,BO|PO,Delivery,95,3,0,27.308054,93.076509,True,False
793119,75,3,1,SOUTH WEST KHASI HILLS|WEST JAINTIA HILLS|WEST KHASI HILLS,MEGHALAYA,BO|PO,Delivery,46,0,29,25.586418,91.267103,True,False
804451,36,3,1,JEHANABAD|NALANDA|PATNA,BIHAR,BO|PO,Delivery|Non Delivery,36,0,0,25.460309,85.009217,True,False
835227,35,3,1,GUMLA|KHUNTI|WEST SINGHBHUM,JHARKHAND,BO|PO,Delivery,35,0,0,22.926264,85.131851,True,False
484001,32,3,1,ANUPPUR|SHAHDOL|UMARIA,MADHYA PRADESH,BO|HO|PO,Delivery|Non Delivery,28,0,4,23.341404,81.263339,True,False
816102,29,3,1,GODDA|PAKUR|SAHEBGANJ,JHARKHAND,BO|PO,Delivery,29,0,0,24.771008,87.486321,True,False
497001,28,3,1,BALRAMPUR|SURAJPUR|SURGUJA,CHHATTISGARH,BO|HO|PO,Delivery|Non Delivery,28,0,0,23.154827,83.163847,True,False
795135,27,3,1,CHANDEL|KAKCHING|TENGNOUPAL,MANIPUR,BO|PO,Delivery,27,0,0,24.430417,94.126364,True,False
793106,26,3,1,EAST KHASI HILLS|SOUTH WEST KHASI HILLS|WEST KHASI HILLS,MEGHALAYA,BO|PO,Delivery,9,0,17,25.274491,91.123866,True,False
804403,24,3,1,ARWAL|GAYA|JEHANABAD,BIHAR,BO|PO,Delivery,24,0,0,25.226544,84.297206,True,False
795103,21,3,1,CHANDEL|KAKCHING|THOUBAL,MANIPUR,BO|PO,Delivery,21,0,0,24.482601,93.87529,True,False
795134,21,3,1,BISHNUPUR|IMPHAL WEST|KANGPOKPI,MANIPUR,BO|PO,Delivery,21,0,0,24.693931,93.797791,True,False
535183,20,3,1,ANAKAPALLI|VISAKHAPATANAM|VIZIANAGARAM,ANDHRA PRADESH,BO|PO,Delivery,19,1,0,17.978681,83.249142,True,False
517214,19,3,1,ANNAMAYYA|CHITTOOR|TIRUPATI,ANDHRA PRADESH,BO|PO,Delivery|Non Delivery,5,0,14,13.650219,78.978836,True,False
533401,19,3,1,ANAKAPALLI|EAST GODAVARI|KAKINADA,ANDHRA PRADESH,BO|PO,Delivery|Non Delivery,18,0,1,17.317461,82.412623,True,False
825322,19,3,1,GIRIDIH|GODDA|HAZARIBAGH,JHARKHAND,BO|PO,Delivery,19,0,0,24.274713,85.640373,True,False
244102,17,3,1,AMROHA|MORADABAD|SAMBHAL,UTTAR PRADESH,BO|PO,Delivery|Non Delivery,14,3,0,28.636796,79.200099,True,False
509357,17,3,1,MAHABUBNAGAR|NAGARKURNOOL|RANGA REDDY,TELANGANA,BO|PO,Delivery,1,0,16,16.743417,78.322917,True,False
532122,17,3,1,PARVATHIPURAM MANYAM|SRIKAKULAM|VIZIANAGARAM,ANDHRA PRADESH,BO|PO,Delivery,17,0,0,18.526358,83.631806,True,False
713129,17,3,1,BIRBHUM|MURSHIDABAD|PURBA BARDHAMAN,WEST BENGAL,BO|PO,Delivery,17,0,0,23.759242,87.857645,True,False
754134,17,3,1,CUTTACK|JAGATSINGHAPUR|KENDRAPARA,ODISHA,BO|PO,Delivery,17,0,0,20.392749,86.279883,True,False
505415,16,3,1,JAGITIAL|KARIMNAGAR|PEDDAPALLI,TELANGANA,BO|PO,Delivery,16,0,0,18.606129,79.157013,True,False
795010,16,3,1,IMPHAL EAST|KAMJONG|KANGPOKPI,MANIPUR,BO|PO,Delivery,16,0,0,24.744364,93.550739,True,False
798601,16,3,1,MOKOKCHUNG|TUENSANG|ZUNHEBOTO,NAGALAND,BO|PO,Delivery,16,0,0,26.315042,94.512825,True,False
509320,15,3,1,NAGARKURNOOL|RANGA REDDY|SANGAREDDY,TELANGANA,BO|PO,Delivery,2,0,13,17.139743,78.385469,True,False
835213,15,3,1,LATEHAR|LOHARDAGA|RANCHI,JHARKHAND,BO|PO,Delivery,15,0,0,23.504691,84.76377,True,False
495446,14,3,1,BILASPUR|JANJGIR-CHAMPA|KORBA,CHHATTISGARH,BO|PO,Delivery,14,0,0,22.270021,82.555529,True,False
505530,14,3,1,KARIMNAGAR|RAJANNA SIRCILLA|SIDDIPET,TELANGANA,BO|PO,Delivery,14,0,0,18.306211,79.067825,True,False
638459,14,3,1,COIMBATORE|ERODE|TIRUPPUR,TAMIL NADU,BO|PO,Delivery,14,0,0,11.354065,77.143288,True,False
493885,13,3,1,DHAMTARI|GARIYABAND|RAIPUR,CHHATTISGARH,BO|PO,Delivery,13,0,0,21.435805,81.528516,True,False
797112,13,3,1,DIMAPUR|PEREN|WOKHA,NAGALAND,BO|PO,Delivery|Non Delivery,12,0,1,25.845866,93.802401,True,False
272148,12,3,1,BASTI|SANT KABEER NAGAR|SIDDHARTH NAGAR,UTTAR PRADESH,BO|PO,Delivery,12,0,0,26.970239,82.851993,True,False
509339,12,3,1,MAHABUBNAGAR|NARAYANPET|VIKARABAD,TELANGANA,BO|PO,Delivery,12,0,0,16.980428,77.715455,True,False
607101,12,3,1,CUDDALORE|KALLAKURICHI|VILLUPURAM,TAMIL NADU,BO|PO,Delivery,12,0,0,11.79,79.495,True,False
835234,12,3,1,GUMLA|KHUNTI|RANCHI,JHARKHAND,BO|PO,Delivery,12,0,0,23.19759,85.095256,True,False
843104,12,3,1,MUZAFFARPUR|SITAMARHI|VAISHALI,BIHAR,BO|PO,Delivery,12,0,0,26.018541,85.557143,True,False
535273,11,3,1,ALLURI SITHARAMA RAJU|PARVATHIPURAM MANYAM|VIZIANAGARAM,ANDHRA PRADESH,BO|PO,Delivery,11,0,0,18.212379,83.004532,True,False
628552,11,3,1,TENKASI|TIRUNELVELI|TUTICORIN,TAMIL NADU,BO|PO,Delivery,11,0,0,9.078027,77.6557,True,False
795002,11,3,1,IMPHAL EAST|IMPHAL WEST|KANGPOKPI,MANIPUR,BO|PO,Delivery,11,0,0,24.839227,93.863789,True,False
795130,11,3,1,IMPHAL EAST|IMPHAL WEST|THOUBAL,MANIPUR,BO|PO,Delivery,11,0,0,24.697841,93.953481,True,False
825411,11,3,1,CHATRA|HAZARIBAGH|RAMGARH,JHARKHAND,BO|PO,Delivery,11,0,0,24.258969,85.421882,True,False
835203,11,3,1,GUMLA|LOHARDAGA|RANCHI,JHARKHAND,BO|PO,Delivery,11,0,0,23.270606,84.852813,True,False
110003,10,3,1,NEW DELHI|SOUTH|SOUTH EAST,DELHI,HO|PO,Delivery|Non Delivery,10,0,0,28.595196,77.228388,True,False
621308,10,3,1,PUDUKKOTTAI|SIVAGANGA|TIRUCHIRAPPALLI,TAMIL NADU,BO|PO,Delivery,10,0,0,10.427353,78.508872,True,False
110007,9,3,1,CENTRAL|NORTH|NORTH WEST,DELHI,PO,Delivery|Non Delivery,9,0,0,28.67245,77.205401,True,False
509130,9,3,1,MAHABUBNAGAR|NARAYANPET|WANAPARTHY,TELANGANA,BO|PO,Delivery,9,0,0,16.375834,77.774304,True,False
843131,9,3,1,MUZAFFARPUR|SHEOHAR|SITAMARHI,BIHAR,BO|PO,Delivery,9,0,0,26.347071,85.628933,True,False
144632,8,3,1,JALANDHAR|KAPURTHALA|SHAHID BHAGAT SINGH NAGAR,PUNJAB,BO|PO,Delivery,8,0,0,31.203428,75.766291,True,False
191112,7,3,1,BUDGAM|PULWAMA|SHOPIAN,JAMMU AND KASHMIR,BO|PO,Delivery|Non Delivery,1,6,0,33.861472,74.766944,True,False
382115,7,3,1,AHMADABAD|GANDHINAGAR|MAHESANA,GUJARAT,BO|PO,Delivery,6,0,1,22.805353,72.569898,True,False
847307,7,3,1,DARBHANGA|MUZAFFARPUR|SITAMARHI,BIHAR,BO|PO,Delivery,7,0,0,24.116613,85.545638,True,False
184210,6,3,1,JAMMU|KATHUA|UDHAMPUR,JAMMU AND KASHMIR,BO|PO,Delivery,6,0,0,32.632005,74.965615,True,False
612203,6,3,1,MAYILADUTHURAI|THANJAVUR|THIRUVARUR,TAMIL NADU,BO|PO,Delivery,6,0,0,10.991667,79.405,True,False
621653,6,3,1,ARIYALUR|PERAMBALUR|TIRUCHIRAPPALLI,TAMIL NADU,BO|PO,Delivery,6,0,0,11.006407,78.953366,True,False
796410,6,3,1,AIZAWL|KOLASIB|MAMIT,MIZORAM,BO|PO,Delivery,5,0,1,23.835136,92.582262,True,False
521212,5,3,1,ELURU|KRISHNA|NTR,ANDHRA PRADESH,BO|PO,Delivery,5,0,0,16.603917,80.74836,True,False
796291,4,3,1,AIZAWL|CHAMPHAI|SAITUAL,MIZORAM,BO|PO,Delivery,4,0,0,23.930975,93.292716,True,False
791118,149,2,1,KRA DAADI|KURUNG KUMEY,ARUNACHAL PRADESH,BO|PO,Delivery,149,0,0,27.744519,93.378966,True,False
792110,89,2,1,DIBANG VALLEY|LOWER DIBANG VALLEY,ARUNACHAL PRADESH,BO|PO,Delivery,87,2,0,28.244143,95.678059,True,False
794102,71,2,1,EAST GARO HILLS|SOUTH GARO HILLS,MEGHALAYA,BO|PO,Delivery,67,0,4,25.320436,90.668909,True,False
833204,58,2,1,SARAIKELA KHARSAWAN|WEST SINGHBHUM,JHARKHAND,BO|PO,Delivery,52,0,6,22.763632,85.7156,True,False
835302,51,2,1,GUMLA|LOHARDAGA,JHARKHAND,BO|PO,Delivery|Non Delivery,51,0,0,23.447215,84.735816,True,False
833102,47,2,1,SARAIKELA KHARSAWAN|WEST SINGHBHUM,JHARKHAND,BO|PO,Delivery|Non Delivery,44,3,0,22.474009,85.477846,True,False
835216,47,2,1,KHUNTI|WEST SINGHBHUM,JHARKHAND,BO|PO,Delivery,46,0,1,22.863651,85.354635,True,False
484881,45,2,1,ANUPPUR|SHAHDOL,MADHYA PRADESH,BO|PO,Delivery,44,0,1,23.141135,81.284584,True,False
791120,43,2,1,KAMLE|LOWER SUBANSIRI,ARUNACHAL PRADESH,BO|PO,Delivery,42,1,0,27.457272,93.713023,True,False
231210,42,2,1,MIRZAPUR|SONBHADRA,UTTAR PRADESH,BO|PO,Delivery,42,0,0,24.738492,82.90717,True,False
241001,42,2,1,HARDOI|MATHURA,UTTAR PRADESH,BO|HO|PO,Delivery|Non Delivery,42,0,0,27.376332,80.063727,True,False
461228,42,2,1,HARDA|HOSHANGABAD,MADHYA PRADESH,BO|PO,Delivery,1,0,41,22.367111,77.221139,True,False
412206,39,2,1,PUNE|SATARA,MAHARASHTRA,BO|PO,Delivery,38,1,0,18.142775,73.783765,True,False
796901,39,2,1,LAWNGTLAI|SAIHA,MIZORAM,BO|PO,Delivery,30,0,9,22.431551,93.012335,True,False
795128,38,2,1,CHURACHANDPUR|JIRIBAM,MANIPUR,BO|PO,Delivery|Non Delivery,36,0,2,24.39788,93.554377,True,False
795142,37,2,1,PHERZAWL|UKHRUL,MANIPUR,BO|PO,Delivery,37,0,0,25.219899,94.433524,True,False
796701,37,2,1,AIZAWL|LUNGLEI,MIZORAM,BO|PO,Delivery,31,0,6,22.933259,92.687068,True,False
389380,35,2,1,DOHAD|PANCH MAHALS,GUJARAT,BO|PO,Delivery,34,1,0,22.665338,73.893964,True,False
261505,34,2,1,KHERI|SITAPUR,UTTAR PRADESH,BO|PO,Delivery|Non Delivery,34,0,0,27.795878,80.403663,True,False
497225,34,2,1,BALRAMPUR|SURAJPUR,CHHATTISGARH,BO|PO,Delivery,34,0,0,23.909297,82.792139,True,False
743329,34,2,1,24 PARAGANAS NORTH|24 PARAGANAS SOUTH,WEST BENGAL,BO|PO,Delivery|Non Delivery,34,0,0,22.309492,88.657036,True,False
793120,34,2,1,EAST KHASI HILLS|WEST KHASI HILLS,MEGHALAYA,BO|PO,Delivery,13,0,21,25.631561,91.549573,True,False
203001,33,2,1,BULANDSHAHR|HATHRAS,UTTAR PRADESH,BO|HO|PO,Delivery|Non Delivery,33,0,0,28.360554,77.872993,True,False
491665,33,2,1,BALOD|RAJNANDGAON,CHHATTISGARH,BO|PO,Delivery,33,0,0,20.869673,80.87972,True,False
798612,33,2,1,NOKLAK|TUENSANG,NAGALAND,BO|PO,Delivery,33,0,0,26.217958,94.898487,True,False
835225,33,2,1,KHUNTI|RANCHI,JHARKHAND,BO|PO,Delivery,33,0,0,23.130976,85.602845,True,False
283203,32,2,1,ALIGARH|FIROZABAD,UTTAR PRADESH,BO|HO|PO,Delivery|Non Delivery,32,0,0,24.923207,78.1879,True,False
285205,31,2,1,JALAUN|JHANSI,UTTAR PRADESH,BO|PO,Delivery|Non Delivery,31,0,0,26.072956,79.157996,True,False
822112,31,2,1,GARHWA|LATEHAR,JHARKHAND,BO|PO,Delivery,31,0,0,24.276766,83.733669,True,False
832113,31,2,1,EAST SINGHBUM|SARAIKELA KHARSAWAN,JHARKHAND,BO|PO,Delivery,31,0,0,22.670166,86.159367,True,False
495115,30,2,1,BILASPUR|MUNGELI,CHHATTISGARH,BO|PO,Delivery,30,0,0,22.274068,81.649744,True,False
795133,30,2,1,BISHNUPUR|CHURACHANDPUR,MANIPUR,BO|PO,Delivery,30,0,0,24.441766,93.749816,True,False
814146,30,2,1,DEOGHAR|DUMKA,JHARKHAND,BO|PO,Delivery,30,0,0,24.173091,86.683502,True,False
247776,29,2,1,MUZAFFARNAGAR|SHAMLI,UTTAR PRADESH,BO|PO,Delivery|Non Delivery,29,0,0,29.44995,77.224135,True,False
497223,29,2,1,BALRAMPUR|SURAJPUR,CHHATTISGARH,BO|PO,Delivery,29,0,0,23.398166,83.206508,True,False
822133,29,2,1,GARHWA|PALAMU,JHARKHAND,BO|PO,Delivery,1,0,28,24.330989,83.66032,True,False
250611,28,2,1,ALIGARH|BAGHPAT,UTTAR PRADESH,BO|HO|PO,Delivery|Non Delivery,28,0,0,29.152444,77.217252,True,False
285001,28,2,1,ALIGARH|JALAUN,UTTAR PRADESH,BO|HO|PO,Delivery|Non Delivery,28,0,0,26.178852,79.366144,True,False
486882,28,2,1,SIDHI|SINGRAULI,MADHYA PRADESH,BO|PO,Delivery,1,0,27,24.470232,82.535303,True,False
533288,28,2,1,ALLURI SITHARAMA RAJU|EAST GODAVARI,ANDHRA PRADESH,BO|PO,Delivery,28,0,0,17.436031,81.770801,True,False
794005,28,2,1,EAST GARO HILLS|WEST GARO HILLS,MEGHALAYA,BO|PO,Delivery,17,0,11,25.424862,90.371177,True,False
360110,27,2,1,JAMNAGAR|RAJKOT,GUJARAT,BO|PO,Delivery,27,0,0,22.392235,70.566137,True,False
391150,27,2,1,CHHOTAUDEPUR|NARMADA,GUJARAT,BO|PO,Delivery,27,0,0,17.578329,75.967194,True,False
486669,27,2,1,SIDHI|SINGRAULI,MADHYA PRADESH,BO|PO,Delivery,1,0,26,23.3021,81.3568,True,False
535145,27,2,1,VISAKHAPATANAM|VIZIANAGARAM,ANDHRA PRADESH,BO|PO,Delivery,27,0,0,18.284363,83.033668,True,False
721212,27,2,1,HOOGHLY|MEDINIPUR WEST,WEST BENGAL,BO|PO,Delivery|Non Delivery,27,0,0,22.680422,87.763923,True,False
792130,27,2,1,LONGDING|TIRAP,ARUNACHAL PRADESH,BO|PO,Delivery,26,0,1,27.106512,95.382611,True,False
822126,27,2,1,LATEHAR|PALAMU,JHARKHAND,BO|PO,Delivery,27,0,0,23.980292,84.717302,True,False
393130,26,2,1,BHARUCH|NARMADA,GUJARAT,BO|PO,Delivery,26,0,0,21.592474,73.41208,True,False
495119,26,2,1,GAURELLA PENDRA MARWAHI|KORBA,CHHATTISGARH,BO|PO,Delivery,26,0,0,22.782249,82.059538,True,False
496113,26,2,1,JASHPUR|RAIGARH,CHHATTISGARH,BO|PO,Delivery,26,0,0,22.254388,83.556497,True,False
712410,26,2,1,HOOGHLY|PURBA BARDHAMAN,WEST BENGAL,BO|PO,Delivery|Non Delivery,26,0,0,22.880993,88.032017,True,False
743502,26,2,1,24 PARAGANAS NORTH|24 PARAGANAS SOUTH,WEST BENGAL,BO|PO,Delivery,26,0,0,22.525132,88.579689,True,False
835201,26,2,1,GUMLA|SIMDEGA,JHARKHAND,BO|PO,Delivery,25,0,1,22.674711,84.882919,True,False
835214,26,2,1,LOHARDAGA|RANCHI,JHARKHAND,BO|PO,Delivery,26,0,0,23.520289,85.114527,True,False
851204,26,2,1,BEGUSARAI|KHAGARIA,BIHAR,BO|PO,Delivery|Non Delivery,26,0,0,25.507518,86.463542,True,False
121102,25,2,1,FARIDABAD|PALWAL,HARYANA,BO|PO,Delivery|Non Delivery,24,1,0,26.990217,77.48342,True,False
125050,25,2,1,FATEHABAD|HISAR,HARYANA,BO|PO,Delivery|Non Delivery,25,0,0,29.51417,75.453887,True,False
175123,25,2,1,KULLU|MANDI,HIMACHAL PRADESH,BO|PO,Delivery,25,0,0,31.622044,77.3685,True,False
273413,25,2,1,DEORIA|GORAKHPUR,UTTAR PRADESH,BO|PO,Delivery,24,1,0,26.669073,82.992452,True,False
345021,25,2,1,JAISALMER|JODHPUR,RAJASTHAN,BO|PO,Delivery|Non Delivery,24,0,1,26.876233,71.357279,True,False
363520,25,2,1,RAJKOT|SURENDRANAGAR,GUJARAT,BO|PO,Delivery,25,0,0,22.347713,71.196931,True,False
493225,25,2,1,BALODA BAZAR|RAIPUR,CHHATTISGARH,BO|PO,Delivery,25,0,0,21.256712,81.639361,True,False
531030,25,2,1,ALLURI SITHARAMA RAJU|ANAKAPALLI,ANDHRA PRADESH,BO|PO,Delivery,25,0,0,17.942827,82.898489,True,False
