pincode,post_office_count,unique_district_count,unique_state_count,district_candidates,state_candidates,office_type_candidates,delivery_candidates,valid_coordinate_pair_count,invalid_coordinate_pair_count,incomplete_coordinate_pair_count,mean_valid_latitude,mean_valid_longitude,ambiguous_district,ambiguous_state
110039,11,2,1,NORTH|NORTH WEST,DELHI,BO|PO,Delivery,11,0,0,28.799694,77.038056,True,False
110040,9,1,1,NORTH,DELHI,BO|PO,Delivery|Non Delivery,8,0,1,28.844718,77.08557,False,False
110041,11,1,1,WEST,DELHI,BO|PO,Delivery|Non Delivery,11,0,0,28.671798,77.031642,False,False
110042,7,2,1,NORTH|NORTH WEST,DELHI,BO|PO,Delivery|Non Delivery,7,0,0,28.741794,77.136698,True,False
110043,19,1,1,WEST,DELHI,BO|PO,Delivery|Non Delivery,17,1,1,28.567903,77.469799,False,False
110044,9,2,1,SOUTH|SOUTH EAST,DELHI,BO|PO,Delivery|Non Delivery,9,0,0,28.513363,77.27007,True,False
110045,4,1,1,SOUTH WEST,DELHI,BO|PO,Delivery|Non Delivery,4,0,0,25.802918,77.438678,False,False
110046,2,1,1,NEW DELHI,DELHI,PO,Delivery|Non Delivery,2,0,0,28.611056,77.105861,False,False
110047,4,1,1,SOUTH,DELHI,BO|PO,Delivery|Non Delivery,4,0,0,28.463704,77.135418,False,False
110048,3,2,1,SOUTH|SOUTH EAST,DELHI,PO,Delivery|Non Delivery,3,0,0,28.541769,77.23887,True,False
110049,6,2,1,SOUTH|SOUTH EAST,DELHI,BO|PO,Delivery|Non Delivery,6,0,0,28.5595,77.217911,True,False
110051,4,2,1,EAST|SHAHDARA,DELHI,HO|PO,Delivery|Non Delivery,4,0,0,28.660649,77.291332,True,False
110052,4,2,1,NORTH|NORTH WEST,DELHI,HO|PO,Delivery|Non Delivery,4,0,0,28.684708,77.176736,True,False
110053,8,1,1,NORTH EAST,DELHI,BO|PO,Delivery|Non Delivery,8,0,0,28.651913,77.254434,False,False
110054,5,1,1,CENTRAL,DELHI,PO,Delivery|Non Delivery,5,0,0,28.687275,77.224215,False,False
110055,5,2,1,CENTRAL|WEST,DELHI,PO,Delivery|Non Delivery,5,0,0,28.63791,77.199383,True,False
110056,1,1,1,NORTH WEST,DELHI,PO,Delivery,1,0,0,28.682722,77.111111,False,False
110057,2,1,1,NEW DELHI,DELHI,PO,Delivery|Non Delivery,2,0,0,28.562944,77.157583,False,False
110058,5,1,1,WEST,DELHI,PO,Delivery|Non Delivery,5,0,0,28.624776,77.088656,False,False
110059,7,1,1,WEST,DELHI,BO|PO,Delivery|Non Delivery,6,0,1,28.624029,77.188835,False,False
110060,1,1,1,CENTRAL,DELHI,PO,Delivery,1,0,0,28.636722,77.183111,False,False
110061,2,2,1,NEW DELHI|SOUTH WEST,DELHI,BO|PO,Delivery|Non Delivery,2,0,0,28.536425,77.05081,True,False
110062,6,1,1,SOUTH,DELHI,PO,Delivery|Non Delivery,6,0,0,28.518088,77.238588,False,False
110063,5,1,1,WEST,DELHI,BO|PO,Delivery|Non Delivery,5,0,0,28.668559,77.111121,False,False
110064,5,1,1,WEST,DELHI,PO,Delivery|Non Delivery,5,0,0,28.624723,75.915985,False,False
110065,5,2,1,SOUTH|SOUTH EAST,DELHI,PO,Delivery|Non Delivery,5,0,0,28.561026,77.252198,True,False
110066,2,1,1,NEW DELHI,DELHI,PO,Delivery|Non Delivery,2,0,0,28.566221,77.182494,False,False
110067,3,1,1,NEW DELHI,DELHI,PO,Delivery|Non Delivery,3,0,0,28.548398,77.173,False,False
110068,2,1,1,SOUTH,DELHI,BO|PO,Delivery|Non Delivery,2,0,0,28.501222,77.200306,False,False
110069,1,1,1,NEW DELHI,DELHI,PO,Delivery,1,0,0,28.622583,77.212722,False,False
110070,3,1,1,NEW DELHI,DELHI,BO|PO,Delivery|Non Delivery,3,0,0,28.522711,77.156062,False,False
110071,4,1,1,SOUTH WEST,DELHI,BO|PO,Delivery|Non Delivery,4,0,0,28.552972,77.151563,False,False
110072,2,1,1,SOUTH WEST,DELHI,BO|PO,Delivery|Non Delivery,2,0,0,28.644252,77.458519,False,False
110073,11,1,1,SOUTH WEST,DELHI,BO|PO,Delivery|Non Delivery,11,0,0,27.099875,80.681096,False,False
110074,8,1,1,SOUTH,DELHI,BO|PO,Delivery|Non Delivery,7,0,1,28.497719,77.187367,False,False
110075,4,1,1,SOUTH WEST,DELHI,BO|PO,Delivery|Non Delivery,4,0,0,28.593161,77.047967,False,False
110076,3,1,1,SOUTH,DELHI,BO|PO,Delivery|Non Delivery,3,0,0,28.528278,77.300389,False,False
110077,5,2,1,NEW DELHI|SOUTH WEST,DELHI,BO|PO,Delivery|Non Delivery,5,0,0,28.568251,77.062894,True,False
110078,3,1,1,SOUTH WEST,DELHI,BO|PO,Delivery|Non Delivery,3,0,0,28.613895,77.065442,False,False
110080,6,1,1,SOUTH,DELHI,BO|PO,Delivery|Non Delivery,6,0,0,28.50657,77.240398,False,False
110081,11,1,1,NORTH WEST,DELHI,BO|PO,Delivery,11,0,0,28.734917,77.005556,False,False
110082,4,1,1,NORTH,DELHI,BO|PO,Delivery,4,0,0,28.772167,77.119,False,False
110083,4,1,1,NORTH WEST,DELHI,PO,Delivery|Non Delivery,4,0,0,28.698194,77.088431,False,False
110084,6,2,1,CENTRAL|NORTH,DELHI,BO|PO,Delivery|Non Delivery,6,0,0,28.753381,77.19837,True,False
110085,8,1,1,NORTH WEST,DELHI,BO|PO,Delivery|Non Delivery,8,0,0,28.712419,77.133019,False,False
110086,8,1,1,NORTH WEST,DELHI,BO|PO,Delivery|Non Delivery,8,0,0,28.699049,77.075996,False,False
110087,3,1,1,WEST,DELHI,BO|PO,Delivery|Non Delivery,3,0,0,28.675387,77.086535,False,False
110088,3,1,1,NORTH,DELHI,BO|PO,Delivery|Non Delivery,3,0,0,28.703796,77.163241,False,False
110089,1,1,1,NORTH WEST,DELHI,PO,Delivery,1,0,0,28.734806,77.1325,False,False
110090,6,1,1,NORTH EAST,DELHI,BO|PO,Delivery|Non Delivery,5,0,1,28.702128,77.289722,False,False
110091,7,1,1,EAST,DELHI,PO,Delivery|Non Delivery,7,0,0,28.610152,77.302245,False,False
110092,9,2,1,EAST|SHAHDARA,DELHI,PO,Delivery|Non Delivery,9,0,0,28.657012,77.290799,True,False
110093,4,1,1,NORTH EAST,DELHI,BO|PO,Delivery|Non Delivery,4,0,0,28.697935,77.307051,False,False
110094,3,1,1,NORTH EAST,DELHI,BO|PO,Delivery|Non Delivery,3,0,0,28.696148,77.29725,False,False
110095,8,1,1,SHAHDARA,DELHI,BO|HO|PO,Delivery|Non Delivery,8,0,0,28.680318,77.317744,False,False
110096,4,1,1,EAST,DELHI,BO|PO,Delivery|Non Delivery,4,0,0,28.611331,77.323716,False,False
110097,1,1,1,SOUTH WEST,DELHI,PO,Delivery,1,0,0,28.528884,77.086554,False,False
110099,1,1,1,NORTH WEST,DELHI,PO,Delivery,1,0,0,28.720596,77.080909,False,False
110102,1,1,1,NEW DELHI,DELHI,PO,Delivery,1,0,0,28.631428,77.205714,False,False
110106,1,1,1,NORTH,DELHI,PO,Delivery,1,0,0,28.662289,77.235553,False,False
110110,1,1,1,NORTH WEST,DELHI,PO,Delivery,1,0,0,28.71575,77.11,False,False
110119,1,1,1,SOUTH EAST,DELHI,PO,Delivery,1,0,0,28.542802,77.257506,False,False
110124,1,1,1,SOUTH,DELHI,PO,Delivery,1,0,0,28.567906,77.241397,False,False
110151,1,1,1,SHAHDARA,DELHI,PO,Delivery,1,0,0,28.645733,77.299774,False,False
110195,1,1,1,SHAHDARA,DELHI,PO,Delivery,1,0,0,28.673961,77.319696,False,False
121001,8,1,1,FARIDABAD,HARYANA,HO|PO,Delivery|Non Delivery,8,0,0,28.33233,77.45534,False,False
121002,6,1,1,FARIDABAD,HARYANA,BO|PO,Delivery|Non Delivery,6,0,0,28.455964,77.328433,False,False
121003,5,1,1,FARIDABAD,HARYANA,BO|PO,Delivery|Non Delivery,5,0,0,28.425841,77.313625,False,False
121004,23,2,1,FARIDABAD|PALWAL,HARYANA,BO|PO,Delivery|Non Delivery,22,0,1,27.972583,77.872341,True,False
121005,2,1,1,FARIDABAD,HARYANA,PO,Delivery|Non Delivery,2,0,0,28.380694,77.294389,False,False
121006,4,1,1,FARIDABAD,HARYANA,PO,Delivery|Non Delivery,4,0,0,28.371881,77.320843,False,False
121007,3,1,1,FARIDABAD,HARYANA,PO,Delivery|Non Delivery,3,0,0,28.38732,77.322357,False,False
121008,1,1,1,FARIDABAD,HARYANA,PO,Delivery,1,0,0,28.391778,77.302139,False,False
121009,1,1,1,FARIDABAD,HARYANA,PO,Delivery,1,0,0,28.488111,77.294583,False,False
121010,2,1,1,FARIDABAD,HARYANA,PO,Delivery|Non Delivery,2,0,0,28.510619,77.639964,False,False
121012,1,1,1,FARIDABAD,HARYANA,PO,Delivery,1,0,0,28.391778,77.302139,False,False
121013,1,1,1,FARIDABAD,HARYANA,PO,Delivery,1,0,0,28.391778,77.302139,False,False
121014,1,1,1,FARIDABAD,HARYANA,PO,Delivery,1,0,0,28.4726,77.4848,False,False
121015,1,1,1,FARIDABAD,HARYANA,PO,Delivery,1,0,0,28.3453,77.2965,False,False
121101,9,1,1,FARIDABAD,HARYANA,BO|PO,Delivery,9,0,0,27.120631,81.514458,False,False
121102,25,2,1,FARIDABAD|PALWAL,HARYANA,BO|PO,Delivery|Non Delivery,24,1,0,26.990217,77.48342,True,False
121103,12,1,1,PALWAL,HARYANA,BO|PO,Delivery,11,1,0,29.067792,78.475406,False,False
121105,10,1,1,PALWAL,HARYANA,BO|PO,Delivery,9,1,0,28.02213,77.11061,False,False
121106,9,1,1,PALWAL,HARYANA,BO|PO,Delivery,9,0,0,28.536543,76.899125,False,False
121107,7,1,1,PALWAL,HARYANA,BO|PO,Delivery,7,0,0,27.412368,76.83257,False,False
121999,1,0,0,,,PO,Delivery,1,0,0,28.391778,77.302139,False,False
122001,12,1,1,GURUGRAM,HARYANA,HO|PO,Delivery|Non Delivery,12,0,0,28.45987,77.024981,False,False
122002,1,1,1,GURUGRAM,HARYANA,PO,Delivery,1,0,0,28.466093,77.105835,False,False
122003,4,1,1,GURUGRAM,HARYANA,BO|PO,Delivery,4,0,0,28.450376,77.063122,False,False
122004,7,1,1,GURUGRAM,HARYANA,BO|PO,Delivery,7,0,0,28.417703,76.996457,False,False
122005,1,1,1,GURUGRAM,HARYANA,PO,Delivery,1,0,0,28.505611,77.071056,False,False
122006,5,1,1,GURUGRAM,HARYANA,BO|PO,Delivery|Non Delivery,5,0,0,28.474417,77.028464,False,False
122007,1,1,1,GURUGRAM,HARYANA,PO,Delivery,1,0,0,28.462,77.031639,False,False
122008,1,1,1,GURUGRAM,HARYANA,PO,Delivery,1,0,0,28.462,77.031639,False,False
122009,1,1,1,GURUGRAM,HARYANA,PO,Delivery,1,0,0,28.340889,76.756194,False,False
122010,1,1,1,GURUGRAM,HARYANA,PO,Delivery,1,0,0,28.466093,77.105835,False,False
122011,1,1,1,GURUGRAM,HARYANA,PO,Delivery,1,0,0,28.462,77.031639,False,False
122012,1,1,1,GURUGRAM,HARYANA,PO,Delivery,1,0,0,28.413887,76.993194,False,False
122015,1,1,1,GURUGRAM,HARYANA,PO,Delivery,1,0,0,28.497361,77.063056,False,False
122016,1,1,1,GURUGRAM,HARYANA,PO,Delivery,1,0,0,28.496583,77.085278,False,False
122017,1,1,1,GURUGRAM,HARYANA,PO,Delivery,1,0,0,28.462,77.031639,False,False
122018,2,1,1,GURUGRAM,HARYANA,PO,Delivery|Non Delivery,1,1,0,28.462,77.031639,False,False
122051,2,1,1,GURUGRAM,HARYANA,BO|PO,Delivery,2,0,0,28.343123,76.940183,False,False
122052,1,1,1,GURUGRAM,HARYANA,PO,Delivery,1,0,0,28.342,76.936472,False,False
122098,1,1,1,GURUGRAM,HARYANA,PO,Delivery,1,0,0,28.391382,77.051193,False,False
122101,5,1,1,GURUGRAM,HARYANA,BO|PO,Delivery,5,0,0,28.391672,77.051938,False,False
122102,7,1,1,GURUGRAM,HARYANA,BO|PO,Delivery,7,0,0,28.347121,77.064335,False,False
122103,12,2,1,GURUGRAM|NUH,HARYANA,BO|PO,Delivery,12,0,0,28.261108,77.065946,True,False
122104,6,1,1,NUH,HARYANA,BO|PO,Delivery,1,0,5,27.778194,76.945194,False,False
122105,12,1,1,NUH,HARYANA,BO|PO,Delivery,1,0,11,28.330889,76.783583,False,False
122107,10,1,1,NUH,HARYANA,BO|PO,Delivery|Non Delivery,1,0,9,28.102056,76.004472,False,False
122108,7,1,1,NUH,HARYANA,BO|PO,Delivery,1,0,6,27.9204,76.984468,False,False
122413,7,1,1,GURUGRAM,HARYANA,BO|PO,Delivery,7,0,0,29.387631,77.446429,False,False
122414,6,1,1,GURUGRAM,HARYANA,BO|PO,Delivery,6,0,0,28.274486,76.731412,False,False
122502,12,2,1,GURUGRAM|REWARI,HARYANA,BO|PO,Delivery,12,0,0,28.291429,76.695731,True,False
122503,7,1,1,GURUGRAM,HARYANA,BO|PO,Delivery,7,0,0,28.326807,76.777235,False,False
122504,8,1,1,GURUGRAM,HARYANA,BO|PO,Delivery,8,0,0,28.450534,77.040562,False,False
122505,6,1,1,GURUGRAM,HARYANA,BO|PO,Delivery,6,0,0,28.424405,76.917789,False,False
122506,7,1,1,GURUGRAM,HARYANA,BO|PO,Delivery,6,0,1,28.450578,76.863465,False,False
122508,17,1,1,NUH,HARYANA,BO|PO,Delivery,1,0,16,27.8635,77.203083,False,False
122998,1,0,0,,,PO,Delivery,1,0,0,28.466057,77.105648,False,False
122999,1,0,0,,,PO,Delivery,1,0,0,28.496716,77.08547,False,False
123001,28,1,1,MAHENDRAGARH,HARYANA,BO|HO|PO,Delivery|Non Delivery,27,1,0,28.059201,76.150942,False,False
123021,16,1,1,MAHENDRAGARH,HARYANA,BO|PO,Delivery|Non Delivery,16,0,0,28.100882,76.253627,False,False
123023,13,1,1,MAHENDRAGARH,HARYANA,BO|PO,Delivery,13,0,0,27.892472,76.110556,False,False
123024,11,1,1,MAHENDRAGARH,HARYANA,BO|PO,Delivery|Non Delivery,11,0,0,28.378714,75.964754,False,False
123027,17,1,1,MAHENDRAGARH,HARYANA,BO|PO,Delivery|Non Delivery,17,0,0,28.336193,76.30647,False,False
123028,6,1,1,MAHENDRAGARH,HARYANA,BO|PO,Delivery,6,0,0,28.141741,76.127373,False,False
123029,19,1,1,MAHENDRAGARH,HARYANA,BO|PO,Delivery|Non Delivery,19,0,0,28.260033,76.140422,False,False
123031,1,1,1,MAHENDRAGARH,HARYANA,PO,Delivery,1,0,0,28.271019,76.149389,False,False
123034,9,1,1,MAHENDRAGARH,HARYANA,BO|PO,Delivery,9,0,0,28.271415,76.220447,False,False
123035,5,1,1,REWARI,HARYANA,BO|PO,Delivery,1,0,4,28.356167,76.62175,False,False
123101,7,1,1,REWARI,HARYANA,BO|PO,Delivery,1,0,6,28.209,76.884111,False,False
123102,8,1,1,REWARI,HARYANA,BO|PO,Delivery|Non Delivery,1,0,7,28.150194,76.399278,False,False
123103,6,1,1,REWARI,HARYANA,BO|PO,Delivery|Non Delivery,1,0,5,28.172806,76.402,False,False
123106,9,1,1,REWARI,HARYANA,BO|PO,Delivery|Non Delivery,1,0,8,28.230667,76.80025,False,False
123110,1,1,1,REWARI,HARYANA,PO,Delivery,1,0,0,28.233556,77.803278,False,False
123301,3,1,1,REWARI,HARYANA,BO|PO,Delivery|Non Delivery,1,0,2,28.357194,76.5355,False,False
123302,10,1,1,REWARI,HARYANA,BO|PO,Delivery|Non Delivery,1,0,9,28.400222,76.483917,False,False
123303,8,1,1,REWARI,HARYANA,BO|PO,Delivery|Non Delivery,1,0,7,28.412056,76.398,False,False
123304,9,2,1,MAHENDRAGARH|REWARI,HARYANA,BO|PO,Delivery|Non Delivery,4,0,5,28.345224,76.367198,True,False
123401,29,1,1,REWARI,HARYANA,BO|PO,Delivery|Non Delivery,2,0,27,28.126417,76.366921,False,False
123411,13,1,1,REWARI,HARYANA,BO|PO,Delivery|Non Delivery,1,0,12,28.293861,76.383972,False,False
123412,4,1,1,REWARI,HARYANA,BO|PO,Delivery|Non Delivery,1,0,3,28.201722,76.595583,False,False
123501,12,1,1,REWARI,HARYANA,BO|PO,Delivery,1,0,11,28.073389,76.580972,False,False
124001,15,1,1,ROHTAK,HARYANA,HO|PO,Delivery|Non Delivery,15,0,0,28.770426,76.600925,False,False
124010,8,1,1,ROHTAK,HARYANA,BO|PO,Delivery,8,0,0,28.684752,76.612093,False,False
124021,9,2,1,JHAJJAR|ROHTAK,HARYANA,BO|PO,Delivery,9,0,0,28.527603,76.410575,True,False
124022,3,1,1,ROHTAK,HARYANA,BO|PO,Delivery,3,0,0,28.743608,76.641279,False,False
124102,6,1,1,JHAJJAR,HARYANA,BO|PO,Delivery,6,0,0,28.741852,76.881816,False,False
124103,22,1,1,JHAJJAR,HARYANA,BO|PO,Delivery|Non Delivery,22,0,0,28.659332,76.638429,False,False
124104,10,1,1,JHAJJAR,HARYANA,BO|PO,Delivery,10,0,0,28.704285,76.657955,False,False
124105,11,1,1,JHAJJAR,HARYANA,BO|PO,Delivery,11,0,0,28.599872,76.820584,False,False
124106,11,1,1,JHAJJAR,HARYANA,BO|PO,Delivery,11,0,0,28.691452,76.480047,False,False
124107,5,1,1,JHAJJAR,HARYANA,BO|PO,Delivery,5,0,0,28.69613,76.785904,False,False
124108,8,1,1,JHAJJAR,HARYANA,BO|PO,Delivery,8,0,0,28.703402,76.529116,False,False
124109,12,1,1,JHAJJAR,HARYANA,BO|PO,Delivery,12,0,0,28.500946,76.570949,False,False
124111,5,1,1,ROHTAK,HARYANA,BO|PO,Delivery,5,0,0,28.76585,76.495183,False,False
124112,9,1,1,ROHTAK,HARYANA,BO|PO,Delivery,9,0,0,28.752082,76.492013,False,False
124113,5,1,1,ROHTAK,HARYANA,BO|PO,Delivery,5,0,0,28.65177,76.627161,False,False
124141,1,1,1,JHAJJAR,HARYANA,PO,Delivery,1,0,0,28.895583,76.592528,False,False
124142,5,1,1,JHAJJAR,HARYANA,BO|PO,Delivery,5,0,0,28.533228,76.385964,False,False
124146,8,1,1,JHAJJAR,HARYANA,BO|PO,Delivery,8,0,0,28.64579,76.702381,False,False
124201,7,2,1,JHAJJAR|ROHTAK,HARYANA,BO|PO,Delivery,7,0,0,28.695198,76.551921,True,False
124202,4,2,1,JHAJJAR|ROHTAK,HARYANA,BO|PO,Delivery,4,0,0,28.673484,76.597105,True,False
124303,9,1,1,ROHTAK,HARYANA,BO|PO,Delivery,9,0,0,28.698341,76.522423,False,False
124401,10,1,1,ROHTAK,HARYANA,BO|PO,Delivery,10,0,0,28.654444,76.591614,False,False
124404,3,2,1,JHAJJAR|ROHTAK,HARYANA,BO|PO,Delivery,3,0,0,28.650385,76.850207,True,False
124406,5,1,1,ROHTAK,HARYANA,BO|PO,Delivery,5,0,0,28.714779,76.608791,False,False
124411,5,1,1,ROHTAK,HARYANA,BO|PO,Delivery,5,0,0,28.536622,76.374906,False,False
124412,6,2,1,JHAJJAR|ROHTAK,HARYANA,BO|PO,Delivery,6,0,0,28.659227,76.583246,True,False
124501,17,2,1,JHAJJAR|ROHTAK,HARYANA,BO|PO,Delivery,17,0,0,28.622588,76.727685,True,False
124504,3,1,1,JHAJJAR,HARYANA,BO|PO,Delivery,3,0,0,28.669366,76.801399,False,False
124505,8,1,1,JHAJJAR,HARYANA,BO|PO,Delivery,8,0,0,28.696701,76.874014,False,False
124506,2,1,1,JHAJJAR,HARYANA,BO|PO,Delivery,2,0,0,28.708542,76.902704,False,False
124507,5,1,1,JHAJJAR,HARYANA,HO|PO,Delivery|Non Delivery,5,0,0,28.670022,76.911235,False,False
124508,12,1,1,JHAJJAR,HARYANA,BO|PO,Delivery,12,0,0,28.645873,76.915459,False,False
124513,1,1,1,ROHTAK,HARYANA,PO,Delivery,1,0,0,29.010028,76.378172,False,False
124514,14,1,1,ROHTAK,HARYANA,BO|PO,Delivery,14,0,0,28.719985,76.544766,False,False
124515,1,1,1,ROHTAK,HARYANA,PO,Delivery,1,0,0,28.55027,77.554259,False,False
125001,10,1,1,HISAR,HARYANA,HO|PO,Delivery|Non Delivery,8,0,2,29.186523,75.723072,False,False
125004,17,1,1,HISAR,HARYANA,BO|PO,Delivery,17,0,0,29.379998,75.544445,False,False
125005,20,1,1,HISAR,HARYANA,BO|PO,Delivery|Non Delivery,3,0,17,28.801852,75.746093,False,False
125006,4,1,1,HISAR,HARYANA,BO|PO,Delivery,4,0,0,29.112347,75.660878,False,False
125007,8,1,1,HISAR,HARYANA,BO|PO,Delivery,8,0,0,29.14644,75.563496,False,False
125011,4,1,1,HISAR,HARYANA,BO|PO,Delivery,4,0,0,29.207074,75.685061,False,False
125033,28,1,1,HISAR,HARYANA,BO|PO,Delivery|Non Delivery,28,0,0,28.96447,76.278877,False,False
125037,3,1,1,HISAR,HARYANA,BO|PO,Delivery,3,0,0,28.944861,75.826083,False,False
125038,6,1,1,HISAR,HARYANA,BO|PO,Delivery,6,0,0,29.189575,76.224583,False,False
125039,18,1,1,HISAR,HARYANA,BO|PO,Delivery,18,0,0,29.224611,75.972083,False,False
125042,10,1,1,HISAR,HARYANA,BO|PO,Delivery,10,0,0,29.108694,75.235103,False,False
125044,6,1,1,HISAR,HARYANA,BO|PO,Delivery,6,0,0,29.128833,75.784472,False,False
125047,13,2,1,FATEHABAD|HISAR,HARYANA,BO|PO,Delivery,1,0,12,29.416583,75.626667,True,False
125048,5,1,1,FATEHABAD,HARYANA,BO|PO,Delivery,1,0,4,29.416583,75.548667,False,False
125049,6,1,1,HISAR,HARYANA,BO|PO,Delivery,6,0,0,29.159444,75.571086,False,False
125050,25,2,1,FATEHABAD|HISAR,HARYANA,BO|PO,Delivery|Non Delivery,25,0,0,29.51417,75.453887,True,False
125051,35,1,1,FATEHABAD,HARYANA,BO|PO,Delivery|Non Delivery,35,0,0,29.670281,75.576135,False,False
125052,23,1,1,HISAR,HARYANA,BO|PO,Delivery,1,0,22,28.281778,75.472639,False,False
125053,14,1,1,FATEHABAD,HARYANA,BO|PO,Delivery,14,0,0,29.379856,75.146372,False,False
125054,4,1,1,SIRSA,HARYANA,BO|PO,Delivery,1,0,3,29.546139,75.214833,False,False
125055,30,1,1,SIRSA,HARYANA,BO|HO|PO,Delivery|Non Delivery,1,0,29,29.534778,75.032083,False,False
125056,1,1,1,SIRSA,HARYANA,PO,Delivery,1,0,0,29.534778,75.032083,False,False
125058,2,1,1,SIRSA,HARYANA,BO|PO,Delivery,1,0,1,29.450306,75.119333,False,False
125060,11,1,1,SIRSA,HARYANA,BO|PO,Delivery,1,0,10,29.545722,75.114111,False,False
125061,1,1,1,HISAR,HARYANA,PO,Delivery,1,0,0,29.656246,75.421987,False,False
125075,14,1,1,SIRSA,HARYANA,BO|PO,Delivery,1,0,13,29.527528,74.739472,False,False
